sampleNum,label,std_acc_z,std_acc_x,std_acc_y,mean_acc_z,mean_acc_x,mean_acc_y,range_acc_z,range_acc_x,range_acc_y,std_gyro_z,std_gyro_x,std_gyro_y,mean_gyro_z,mean_gyro_x,mean_gyro_y,range_gyro_z,range_gyro_x,range_gyro_y
18,Normal,31.42987889142912,13.891660465896697,23.52236825283694,6.321620813397134,-0.6614952153110043,-1.2566806220095692,156.66985645933013,101.16267942583733,122.21770334928229,0.8683732616549816,0.580952094493606,0.2546497345432942,-0.04218617021276596,0.004723404255319134,-0.010468085106382979,4.012765957446809,3.5999999999999996,1.4425531914893617
19,Normal,28.24446786934734,13.671725084073021,23.280411456108904,8.207541866028706,-0.7766626794258369,-1.1779485645933014,155.14114832535884,95.97129186602871,115.09569377990431,0.6797520619173036,0.5493343806351938,0.2834293700016004,-0.026781914893617028,-0.005117021276595751,0.0017765957446808534,3.301063829787234,3.5531914893617023,1.3425531914893618
20,Normal,25.60593229520574,11.558127624596407,24.464186647312133,7.51846291866029,-0.5847727272727271,-1.0385047846889952,156.66985645933013,94.93062200956939,149.1291866028708,0.7817253296312434,0.6772329029211486,0.25243307786939145,0.07219680851063832,-0.010712765957446795,0.017249999999999995,4.007446808510638,6.247872340425532,1.5234042553191491
21,Normal,23.967796707178977,8.92569386530445,22.507406730780115,7.890005980861242,-0.7257476076555023,-1.3666746411483266,126.74641148325358,50.399521531100476,115.60765550239233,0.34937641303534733,0.416718531042217,0.15149742075598296,-0.03917553191489361,0.0031755319148936132,0.017505319148936164,1.7680851063829786,2.085106382978723,0.8042553191489362
22,Normal,26.958207725634555,8.81489442774941,24.561621601791373,6.997799043062198,-0.7527452153110048,-1.3547009569378006,147.19856459330146,53.992822966507184,114.74880382775119,0.684728702789781,0.5014038395218865,0.18206895029136633,0.021132978723404236,-0.002521276595744677,0.0010904255319148968,4.074468085106383,2.4914893617021274,1.0436170212765958
23,Normal,26.671959259422433,9.066282916398857,22.932745332821348,5.671417464114833,-0.8063098086124402,-1.4532775119617225,152.99521531100478,55.09569377990431,106.77511961722487,0.7138907314496385,0.5238049167740884,0.21058142942227592,-0.027962765957446824,-0.004409574468085103,0.008239361702127655,4.243617021276596,2.712765957446809,1.1670212765957446
24,Normal,26.11493001756055,8.80694609388587,20.114408434961902,5.960717703349287,-0.7607416267942585,-1.1321710526315782,143.42105263157896,56.5956937799043,106.76794258373205,0.4027709327470957,0.5084022161013022,0.19215850512518776,0.030547872340425518,-0.010898936170212764,0.013276595744680849,1.823404255319149,3.262765957446809,1.0585106382978724
25,Normal,22.523421681125424,7.536650063348751,22.407486104356032,6.898851674641147,-0.7694497607655504,-1.4676495215311018,124.50478468899522,48.325358851674636,96.02870813397129,0.23788331022094245,0.48336877627917874,0.14124151429565,-0.01285106382978721,-0.006670212765957444,-0.00769148936170214,1.173404255319149,2.5755319148936167,0.7510638297872341
26,Normal,21.356477200723585,7.074291991124182,21.203948576500494,6.396854066985652,-0.8162739234449761,-1.2209150717703343,116.90430622009572,43.76555023923445,100.96650717703349,0.25222107282806494,0.4689852000444079,0.14681297621885203,-0.011101063829787238,-0.00792021276595745,0.0038138297872340452,1.1585106382978723,2.463829787234042,0.7904255319148936
27,Normal,18.60162297626179,6.945046646656418,18.3785258775306,6.538582535885166,-0.7492523923444971,-0.9725358851674638,96.53827751196172,40.215311004784695,93.67942583732058,0.1687621496719382,0.3932295112038984,0.12876689280870363,-0.034106382978723405,0.006207446808510638,0.008239361702127659,0.8414893617021277,1.9648936170212767,0.6957446808510639
28,Normal,23.4354695923905,7.980231375948319,22.23526259622298,7.118355263157891,-0.7962141148325359,-1.1965131578947368,135.1267942583732,51.77990430622009,111.14114832535884,0.47285068743881437,0.46887463424250336,0.17924481633185874,-0.06535106382978723,-0.006595744680851069,-0.009000000000000001,2.523404255319149,2.6425531914893616,1.1936170212765957
29,Normal,23.724306937359263,8.305484723701515,20.47433773934588,6.034904306220096,-0.7628708133971296,-0.8717105263157897,125.72009569377991,53.7177033492823,98.71531100478468,0.43225117329989293,0.5034525269808366,0.16822065264030764,-0.0471063829787234,-0.011835106382978711,0.03515957446808512,2.0638297872340425,3.9436170212765957,1.0425531914893618
30,Normal,23.447228537440665,9.511798890795008,21.184901693225534,5.665574162679422,-0.8495693779904314,-1.2087739234449757,138.40909090909088,64.44258373205743,107.0311004784689,0.3612882818330287,0.46465983689925644,0.1785750453887139,-0.11893085106382979,-0.004632978723404262,0.01027127659574467,1.5617021276595744,2.391489361702128,1.0063829787234044
31,Normal,24.031712167506186,10.530484131228764,22.181966701301025,5.690681818181815,-0.5969437799043059,-0.7468839712918657,156.51913875598086,56.23205741626794,127.77033492822967,0.46948832166041976,0.5512645204214859,0.2352977029994326,-0.05609574468085102,-0.019377659574468083,0.06029255319148936,2.6063829787234045,5.054255319148936,1.1542553191489362
32,Normal,25.48516997154524,10.17005915681625,23.17153243552822,6.621842105263158,-0.7457894736842112,-0.9457057416267957,156.66985645933013,74.90191387559808,137.30861244019138,0.5678469825898509,0.5930467474826351,0.2353266093028803,-0.08894680851063827,-0.02688297872340425,-0.011154255319148924,2.676595744680851,5.01063829787234,1.192553191489362
33,Normal,22.203430632332108,8.054783896573738,22.331765220596598,6.834413875598087,-0.8871531100478472,-1.3982595693779907,148.11483253588517,49.64832535885168,115.59330143540669,0.7143729600089072,0.466263744755453,0.2106350427337748,-0.08882446808510636,-0.008005319148936162,0.022739361702127665,3.0585106382978724,2.3361702127659574,1.0297872340425531
34,Normal,19.43924555797507,7.3146464493272925,21.1206160422672,7.53723086124402,-0.7159210526315793,-1.3037141148325355,119.00478468899522,49.16985645933015,115.2488038277512,0.4240573816087564,0.4103859102265341,0.163500385246099,-0.01104787234042555,-0.0016276595744680801,0.014590425531914895,2.1904255319148938,2.341489361702128,0.7521276595744679
35,Normal,20.999485864056805,9.451193766955157,20.99211004077708,7.364904306220089,-0.6875059808612444,-1.403181818181818,124.25358851674642,68.99043062200957,92.62679425837321,0.49692504281388045,0.47888638719116156,0.1965744317534978,0.0775585106382979,-0.007606382978723403,0.02306382978723403,2.269148936170213,2.684042553191489,1.0095744680851064
36,Normal,19.648885098563206,9.805941877033254,18.951793650867423,8.138516746411485,-0.9682655502392342,-1.1745394736842107,122.20813397129187,59.65789473684211,102.2846889952153,0.41625886714768306,0.37327162317780777,0.19995247681768086,0.1222659574468085,-0.00865425531914895,-0.009281914893617023,1.8382978723404255,2.126595744680851,1.1585106382978723
